other topics,"Rơi nước mắt với những dòng chia sẻ của mẹ bé Vương XIN MỌI NGƯỜI CÙNG GÓP PHẦN ĐĂNG TIN, CHIA SẺ... CỨU GIÚP CHÁU BÉ VÔ TỘI Tôi tên là: Lê Thị Yến - ĐT: 01666059621 Địa chỉ: Tổ 4 thôn 2 xã Tà Nung, Tp Đà Lạt. Con ơi! Mẹ nhớ thương con nhiều lắm, Nhớ con mẹ chỉ biết một mình trách phận khóc hết nước mắt. Con của mẹ thật là đứa con vô tội. TÔI CẦU XIN: Ai bắt và Ai đang giữ con trai tôi xin hãy suy nghĩ lại. Mẹ con Tôi đâu có tội tình gì với Người mà Người nỡ chia tách tình mẫu tử của mẹ con Tôi. Đứa trẻ thật là vô tội, mọi thứ đang cần có mẹ chăm sóc. Và con trai tôi ko bao giờ muốn rời xa bố mẹ để đi với một người khác cho dù là Ông, bà, cô, chú, bác.... Tại sao Ai đó nỡ hành động làm khổ gđ, đặc biệt là con Tôi như vậy? Con Tôi còn nhỏ cháu ko có tội tình gì. Tôi cầu xin Ai đó bắt và đang giữ con trai Tôi. Xin hãy trả cháu về cho Tôi. Tôi chấp nhận đánh đổi tất cả cho dù là mạng sống và có yêu cầu gì Tôi xin đáp ứng hết, miễn sao con trai Tôi trở về với gđ Tôi. Tôi xin chân thành cảm ơn và hậu tạ. KÍNH GỬI: - CÁC CƠ QUAN CHỨC NĂNG - CÁC ÔNG, BÀ, ANH- CHỊ- EM Xin quan tâm, để ý giúp đỡ gia đình Tìm con trai bị bắt cóc: Tên là: Lương Thế Vương SN: 20/ 10/ 2012 (Hơn ba tuổi ). Cháu bị bắt cóc vào lúc 10giờ 30phút ngày 21/ 6/ 2015 tại tổ 7 thôn 5 xã Tà Nung, TP Đà Lạt tới nay vẫn chưa có tin gì về cháu. Vậy, ai thấy cháu ở đâu xin đưa cháu về cho gđ hoặc báo tin cho gđ đến đón cháu. Thấy trường hợp khả nghi giống cháu xin chụp hình báo tin về cho gđ hoặc cơ quan Công An nơi gần nhất. Hoặc Ai thấy cháu ở đâu xin đưa cháu về cho gđ hoặc báo tin cho cho gđ đến đón cháu. Chi phí cần bao nhiêu tiền, gđ Tôi sẽ chi trả và xin hứa sẽ giữ bí mật với cơ quan pháp luật.Gia đình đang tha thiết mong gặp lại cháu. Gia đình tôi xin nhờ mọi người facebook Share đăng tin tìm cháu dùm. Gia đình tôi xin chân thành cảm ơn và hậu tạ. Số ĐT: 0917656472 ( Bố cháu: Huynh ) 01666059621 ( Mẹ cháu: Yến ) See Translation"
sentiment,"[afamily: Đinh Hương - MC hậu trường The Voice: ""Yumi Dương đã rất dũng cảm!""] - Nghe Đinh Hương chia sẻ chân thành với vai trò MC ""bất đắc dĩ"" để ""chữa cháy"" của mình trong The Voice liveshow vừa qua và về sự cố của bạn dẫn MC Yumi - “Mắc lỗi thì nhận lỗi” - đó luôn là thái độ của tôi khi đối mặt với những sự cố. Bên cạnh đó, lối ứng xử nhẹ nhàng, khéo léo của MC Yumi Dương sau sự cố của chính mình cũng là điều mà tôi xin phép được học hỏi từ bạn ấy. - ""Nếu tiếp tục được BTC chương trình và khán giả trao thêm cơ hội, tôi sẽ không ngừng nỗ lực để chứng minh niềm tin yêu mà khán giả dành cho mình."" Chi tiết bài viết: http://afamily.vn/…/dinh-huong-yumi-duong-da-rat-dung-cam-2… Hình ảnh trong đêm party của Thebox.vn. See Translation"
advertisement,"RỦ BẠN BÈ HẸN HÒ TẤT NIÊN NGAY VỚI 2 SET MENU SIÊU HOT: 600K/4 NGƯỜI- 900K/6 NGƯỜI  Tất Niên này ai ai cũng rủ rê nhau đi ăn, còn bạn? Bạn cùng bạn bè của bạn chọn Tất Niên hôm nào??? Đã chọn món gì nhà hàng nào rồi? Xin được giới thiệu 2 set menu Hải Sản rất hot của hệ thống nhà hàng Hải Sản 3 Yêu Tinh của chúng tôi, RIÊNG CHO TẤT NIÊN này! SET MENU TẾT 600.000 đ  (4 người- Không VAT- Không phụ thu- phụ phí) 2 con CUA HẤP (hoặc RANG ME) 4 con HÀU NƯỚNG MỠ HÀNH 1 đĩa NỘM SỨA (định lượng 4 người) 1 nồi LẨU CUA SÔNG- BÒ MỸ (định lượng 4 người) SET MENU TẾT 900.000 đ  (6 người- Không VAT- Không phụ thu- phụ phí) 3 con CUA HẤP (hoặc RANG ME) 6 con HÀU NƯỚNG MỠ HÀNH 1 đĩa NỘM SỨA (định lượng 6 người) 1 nồi LẨU CUA SÔNG- BÒ MỸ (định lượng 6 người)  MÓN HOT BÁN CHẠY NHẤT LẨU CUA BIỂN- BÒ MỸ: 340.000đ/nồi  Đã giảm giá đến 35% Không VAT- Không phụ thu- phụ phí! Hệ thống nhà hàng Hải Sản 3 Yêu Tinh ‪#23LòĐúc‬ (0904.596.415) ‪#40MaiAnhTuấn‬ (0905.596.416) ‪#5QuanHoa‬ (0905.738.338) ‪#3yêutinh‬ ‪#Tết‬ ‪#TetBinhThan‬ ‪#HappyNewYear‬ ‪#ngonquáđi‬ ‪#lẩu‬ See Translation"
advertisement,"[Admin] Và ...Một trong những sự kiện HOT nhất song hành cùng buổi OFFLINE FC 17/11 sắp tới, Cuộc thi hát Online ĐHF'S VOICE đã chính thức ra mắt chào đón tất cả các 'giọng ca vàng' FC Love Đinh Hương ở khắp mọi nơi !!! - Các cá nhân/nhóm tham gia cover lại những ca khúc của Đinh Hương và quay video clip, đăng tải lên Youtube và gửi về theo link đăng ký dưới đây: http://bit.ly/16FS0oU - Và đặc biệt, Phần Giải thưởng rất hấp dẫn: Giải Nhất (Album SOUL, áo FC, huy hiệu FC, và 1 BỮA ĂN THÂN MẬT VỚI ĐINH HƯƠNG), ngoài ra còn có Giải Khán Giả Bình Chọn nữa nheeee!!! - Xem Thể Lệ Cuộc Thi: http://bit.ly/1iodADy ... Còn chờ gì nữa mà không nhanh chân để thể hiện khả năng và đam mê ca hát của mình cùng FC Love Đinh Hương nàoooooooo!!! See Translation"
advertisement,"Và ...Một trong những sự kiện HOT nhất song hành cùng buổi OFFLINE FC 17/11 sắp tới, Cuộc thi hát Online ĐHF'S VOICE đã chính thức ra mắt chào đón tất cả các 'giọng ca vàng' FC Love Đinh Hương ở khắp mọi nơi !!! - Các cá nhân/nhóm tham gia cover lại những ca khúc của Đinh Hương và quay video clip, đăng tải lên Youtube và gửi về theo link đăng ký dưới đây: http://bit.ly/16FS0oU - Và đặc biệt, Phần Giải thưởng rất hấp dẫn: Giải Nhất (Album SOUL, áo FC, huy hiệu FC, và 1 BỮA ĂN THÂN MẬT VỚI ĐINH HƯƠNG), ngoài ra còn có Giải Khán Giả Bình Chọn nữa nheeee!!! - Xem Thể Lệ Cuộc Thi: http://bit.ly/1iodADy ... Còn chờ gì nữa mà không nhanh chân để thể hiện khả năng và đam mê ca hát của mình cùng FC Love Đinh Hương nàoooooooo!!! See Translation"
other topics,"LIKE KHÔNG GIÚP ĐƯỢC- SHARE THÌ CÓ THỂ GIÚP GIA ĐÌNH CHÁU VƯƠNG! Tìm cháu bé Lương Thế Vương Bị bắt cóc sáng ngày 21/06/2015, tại khu đồi thông Tổ 7, Thôn 5, Xã Tà Nung, Đà Lạt Nếu gặp cháu vui lòng báo công an gần nhất Và liên hệ: 0917656472 gặp anh Huynh (bố cháu) hoặc 01666059621 gặp chị Yến (mẹ cháu) Tổ 4, Thôn 2, Xã Tà Nung, Đà Lạt. Về thông tin thêm: http://nld.com.vn/…/be-trai-3-tuoi-mat-tich-bi-an-201506240… See Translation"
sentiment,"Đinh Hương là 1 trong 3 ca sĩ khách mời cho chương trình đặc biệt ""Tìm người Viêt Nam thứ hai bay vào vũ trụ"", cô nàng ngày càng tỏa sáng ấn tượng và tự tin bên 2 ca sĩ đàn chị Hồ Ngọc Hà và Thu Minh. http://www.yeah1.com/…/1…/dinh-huong-tu-tin-ben-dan-chi.html See Translation"
sentiment,Đau bụng cười với 1001 lý do bố mẹ yêu nhau! See Translation
sentiment,"Trường quay Tiin T6 tuần này: Đinh Hương ngầu với trang phục 'phủi bụi' Cùng trò chuyện với Đinh Hương tại Trường quay Tiin vào ngày mai, thứ 6 ngày 1/11/2013 nhéeeeeee See Translation"
sentiment,"HẾT ĐIÊN RỒ CŨNG LÀ LÚC HẾT YÊU! Có câu: Tình yêu điên rồ thì thường qua nhanh nhưng tình yêu của 2 kẻ điên rồ thì sẽ là mãi mãi! Điên rồ! Điên rồ! Tình yêu mà hết điên rồ thì tình yêu nhạt hoét! Khi một cậu bạn than thở với tôi về việc vợ cậu như một con điên, chuyện chẳng có gì mà cũng ầm ĩ cả lên. Tôi mới bảo: Là cậu chưa gặp cảnh cậu làm gì cô ấy cũng cười xoà cho qua đấy thôi! Thật, một khi vợ anh chẳng còn cằn nhằn anh nữa, anh làm gì cô ấy cũng không để vào mắt thì đời anh tiêu rồi! Phụ nữ vốn chỉ thích ""hành hạ"" người mà cô ta yêu thôi! Một khi không còn yêu, cô ấy sẽ thờ ơ, giả dối và...dễ thương chết đi được! Điên rồ! Cái cảm xúc điên rồ ấy thật đáng giá! Đến khi mất đi rồi mới nhận ra rằng tình yêu mà không có chút chút điên rồ nó mới nhạt nhẽo làm sao. Phải thế mà ""giang hồ lưu truyền"" câu: Ra đường sợ nhất công nông/ về nhà sợ nhất vợ...không nói gì"" Tôi từng yêu nhiều người phụ nữ điên rồ như vậy (là may mắn của đời tôi) nên cũng chừng đó bận phải trải qua cảm giác họ hết điên rồ. Cái cảm giác ấy, ta đứng trước họ mà như vô hình. Họ đối với ta như đối với hàng vạn đàn ông khác ngoài kia. Thờ ơ và dửng dưng. Ngọt ngào nhưng giả lả! Đến phát sợ! Đến phát ớn! Thậm chí muốn nôn ói ra vì sợ, vì ghê! Một khi phụ nữ điên rồ hết điên rồ thì nó thật sự điên rồi! Là điên cho mình! Ngày ta bị buộc phải rớt ra khỏi trái tim một người phụ nữ, mọi cánh cửa tựa như đóng chặt lại. Thậm chí không còn dấu vết của nơi từng là cánh cửa. Chỉ là một bức tường miên man và vô thanh, vô cảm. Có! Có nhiều hơn cả nỗi buồn. Là cả một trời côi cút bơ vơ. Vô cùng tàn nhẫn là bởi đã từng vô cùng yêu thương! Đến độ mà sau này thành mặc định, chia tay một ai đó rồi tôi sẽ không bao giờ muốn gặp lại họ. Vì sợ phải thấy một người phụ nữ khác. Khác vô cùng với người phụ nữ mà tôi từng yêu, từng yêu tôi! Về điểm này, tôi trân trọng những người phụ nữ ấy hơn nhiều kẻ đàn ông chia tay rồi vẫn ngọt ngào thể hiện: Anh và em hết yêu nhưng anh vẫn thương em! Vậy nên, nếu hôm nay, thưa các anh, khi các anh còn bị vợ hay bạn gái cằn nhằn, làm lắm chuyện điên rồ thì nhớ cho rằng là bởi các anh vẫn còn được yêu. Đừng mệt mỏi chuyện đó! Hãy đón nhận và trân trọng nó! Tin tôi đi, khi họ hết điên rồ rồi lúc đó chúng ta mới mỏi mệt đấy! Tốt nhất là hãy cầu mong sự điên rồ ấy kéo dài lâu nhất có thể đi! Hoàng Anh Tú (Tặng các bạn những câu quote vô cùng đáng yêu về gia đình) See Translation"
sentiment,Bạn bè và mọi người trên fb cho e xin nhiều like để thằng bạn e đc thăng hoa ạ!
sentiment,"CA SĨ ĐINH HƯƠNG Đi tìm chính mình Tuổi 25 Đinh Hương “The Voice” cũng chứa đầy những buồn chán, hoài nghi, nhưng không tắt lửa đam mê. Cô gọi đây là vấn đề của những người ở ngưỡng tuổi loay hoay tìm hướng trong sự nghiệp. Xem thêm tại TGNNT Online: http://www.thegioinguoinoitieng.vn/…/dỐi-mat-ap-luc-740.html See Translation"
sentiment,Tình hình là còn vài ngày nữa sẽ tổng kết kết quả Có khả quan  Lần nữa nhờ anh chị em bạn bè gần xa click trực tiếp vào hình kết hợp like  share giúp bạn Huyền lùn được chứ ạ ^^ Huyền cảm ơn cả nhà nhiều nhiều
other topics,[Admin] http://mp3.zing.vn/video-clip/So-I-Dinh-Huong/ZW680BEA.html
sentiment,"ĐỂ NGẪM CUỐI TUẦN! Dành tặng bạn bè tôi, những câu quote ngẫm cuối tuần! See Translation"
sentiment,Niềm vui nho nhỏ khi cuốn Heritage Korea số đầu tiên ra đời. Vậy là từ nay mọi người đi Hàn Quốc trên đường bay của Vietnam Airlines sẽ có thêm báo để đọc nha ( Trích lời Hoàng Anh) . Art Director: Nguyen Hoang Anh Photographer: Milor Tran Model: Thanh Thuy Make up  Hair: Cutie Designer: Nguyen Cong Tri
other topics,[Admin] Xem ảnh teaser MV: https://www.facebook.com/media/set/… See Translation
sentiment,Ẩn sau những icon cảm xúc trên mạng là những tâm địa quỷ dữ! Bạn không an toàn đâu! Hãy luôn cẩn thận! See Translation
sentiment,"Khi thực hiện những cảnh quay dưới nước trong 1 tủ kính chịu lực rất nguy hiểm, cô nàng Đinh Hương thậm chí còn không biết bơi, và còn đang bị cảm, nhưng vẫn không nói cho ekip nghe, và vẫn không hề kêu than nửa lời, cố gắng thực hiện cảnh quay đến khi kiệt sức mới phải tạm dừng nghỉ ... Xem clip hậu trường cảnh quay nguy hiểm của MV SO I sắp ra mắt vào tuần sau: http://ngoisao.net/…/dinh-huong-so-hai-dien-trong-tu-kinh-d… See Translation"
advertisement,[Admin] Cả nhà cùng click vào link bên dưới và nghe Bang Bang Boom Boom 5 lần để Đinh Hương có thể trình diễn ca khúc này tại liveshow Bài Hát Yêu Thích tháng 11 nhé !!! Lưu ý: Sau khi nghe xong 1 lần thì nhấn F5 hoặc Reload trang lại rồi bấm play để nghe tiếp nhé ^^ Chỉ cần 5 lượt nghe/ngày cho 1 trình duyệt web thôi ạ http://www.baihatyeuthich.vn/…/view/1051/Bang-bang-boom-boom See Translation
advertisement,Cả nhà cùng click vào link bên dưới và nghe Bang Bang Boom Boom 5 lần để Đinh Hương có thể trình diễn ca khúc này tại liveshow Bài Hát Yêu Thích tháng 11 nhé !!! Lưu ý: Sau khi nghe xong 1 lần thì nhấn F5 hoặc Reload trang lại rồi bấm play để nghe tiếp nhé ^^ Chỉ cần 5 lượt nghe/ngày cho 1 trình duyệt web thôi ạ http://www.baihatyeuthich.vn/…/view/1051/Bang-bang-boom-boom See Translation
sentiment,"NẾU BẠN SẼ NGOẠI TÌNH MỘT LÚC NÀO ĐÓ... Lại nói chuyện viết sách ""Ngoại Tình Với Chồng""! Hôm bữa, trong lúc sắp xếp tư liệu, tôi đọc lại một lá thư của độc giả gửi vào hòm mail của 2!Đẹp hồi tôi còn phụ trách. Một người vợ đang ngoại tình với đồng nghiệp. Cô kể rằng từ ngày cô ngoại tình với anh đồng nghiệp, hôn nhân của cô trở nên tốt đẹp hơn rất nhiều. Ông chồng vô tâm ngày thường bỗng gọi điện liên tục cho vợ. Chỉ để rủ đi ăn, đi xem phim, đón đưa. Cô hỏi: Liệu có phải ngoại tình là một cách để hâm nóng lại hôn nhân??? Tôi không cho là vậy! Việc anh chồng trở nên săn đón hơn nếu không phải vì anh ta ""đánh hơi"" thấy nguy hiểm thì là bởi vợ anh ta đang trở nên quyến rũ hơn rất nhiều so với trước đây! Vì cô ấy ngoại tình. Mà khi cô ấy ngoại tình thì hẳn nhiên cô ấy sẽ chăm chút vẻ bề ngoài của cô ấy hơn rồi! Thơm tho và sạch sẽ hơn, tất nhiên! Đàn ông nào mà không ngây ngất trước một người phụ nữ vì mình mà trở nên đẹp đẽ? Thứ nữa, vì cô ấy ngoại tình mà cô ấy sẽ phải ""nới lỏng"" chồng. Việc ""nới lỏng"" này khiến chồng cô dễ thở hơn. Nhưng cũng đồng thời lại e dè mà níu lấy cô ấy hơn. Ngoại tình về mặt nào đó cũng nâng cao giá trị của một người. Bởi phải có giá trị thì mới có cơ hội ngoại tình chứ! Hấp dẫn hình thể hay nói chuyện thú vị hoặc sự hóm hỉnh, thông minh, dễ thương blah blah... Không thể phủ nhận rằng một người phụ nữ hấp dẫn là người phụ nữ được (hoặc bị) vài gã tán tỉnh! Mặc dù nói thật, là đàn ông tôi biết, nhiều gã ăn tạp. Cứ là phụ nữ là sẽ tán tỉnh, buông lời ong bướm ngay. Nhưng trước một người phụ nữ cau có suốt ngày, cằn nhằn luôn miệng, lúc nào cũng bù xù con cái thì ai mà buồn tán??? Nhưng! Nhưng như tôi đã nói: Tôi không nghĩ vậy! Bởi ngoại tình mang đến quá nhiều hệ luỵ! Hay là bởi tôi thuộc típ người tin vào luật Nhân Quả nên tôi nghĩ thế? Tôi nghĩ rằng chúng ta có thể có những phút giây thật tuyệt vời khi được ""thử"" một cơ thể mới ngoài chồng ngoài vợ mình. Nhưng những đổ vỡ sau đó thì thế nào? Khi chúng ta không còn nữa sự trân trọng nhau! Rồi các con của chúng ta sẽ nhìn thấy gì từ cuộc hôn nhân của bố mẹ chúng? Ta sẽ dạy chúng thế nào về lòng tin và hạnh phúc ở trên cuộc đời này??? Tôi nghĩ là không! Tôi nghĩ là con cái chúng ta, nếu chúng biết bố chúng, mẹ chúng ngoại tình, phản bội lại bố mẹ chúng, chúng sẽ đổ vỡ kinh khủng! Vết thương ấy sẽ đớn đau vô hạn! Vậy nên, nếu ngoại tình, tại sao không thử ngoại tình với chính chồng mình, vợ mình??? Là trở nên hấp dẫn với chồng mình hơn nữa! Là hãy nhìn chồng mình như một gã đồng nghiệp ngon nghẻ! Là hãy trở nên có giá trị với chồng thay vì làm oshin miễn phí! Là hãy hẹn hò nhau đi! Nhìn nhau bằng cặp mắt người ngoài đi! Hôm nay, đã lại cuối tuần rồi! Tôi nghĩ, hẳn sẽ là một dịp thật tuyệt cho việc ngoại tình với một ai đó đang là chồng của mình hôm qua! Có nghĩa là bạn của hôm nay sẽ không phải là bạn của hôm qua đâu! À ừ, cuốn sách ""Ngoại Tình Với Chồng"" của tôi sẽ sớm xuất bản thôi! Nhưng đừng chờ khi có nó mới ngoại tình với chồng! Và nữa, cứ inbox cho tôi nếu bạn sẵn sàng vào cuốn sách này trong tư cách một tác giả của cuốn sách! Tôi sẽ ghi tên bạn cùng với tên tôi khi sách ra! Hoàng Anh Tú See Translation"
sentiment,"Nếu bạn nào đã mua báo Mực Tím số ra hôm thứ 2 vừa rồi thì chắc hẳn sẽ đọc được 1 bài viết khá hay về Đinh Hương nhà mình đó ^^ Đinh Hương có chia sẻ về FC Love Đinh Hương nữa nè: ""Hôm ra mắt Album, khá nhiều bạn trẻ mặc đồng phục áo FC đến sắp xếp vị trí cho khách mời và cổ vũ cho Hương cực kì nhiệt tình. Tôi ngờ vực: ""Fan thật hay...fan thuê đây?"". Hương phản ứng liền: "" Đâu, fan thật cả đấy. Mấy bạn đó trong FC của Hương, họ thích Hương từ những ngày đầu đi thi Giọng Hát Việt 2012. ""Kết"" Đinh Hương, ""kết"" luôn cả cái tính ""điên"" trên sân khấu, thế là tụ họp lại thành FC. Hương là người rất thực tế, không thích những giá trị ảo. Ngay như lúc Hương thi GHV cũng vậy, một thời gian sau mọi thứ lại trôi qua, cuộc thi khác lại bắt đầu. Nếu bạn cứ ""bay"" cứ ảo tưởng về bản thân thì chẳng làm được gì cả. Quan trọng là sau cuộc thi mình làm gì, khán giả đón nhận mình ra sau v.v...Hương khá nhạy cảm với bản thân và những gì xung quanh, nhìn để đánh giá mình. Chính suy nghĩ ấy nên các fan cảm giác dễ gần với Hương hơn, giữa họ và Hương không chỉ là mối quan hệ fan - ca sĩ, mà còn là quan hệ của người chị với những đứa em của mình..."" ... Vâng, đó là gia đình FC Love Đinh Hương chúng tôi, và đó là thần tượng, cũng là người chị cả yêu quý của chúng tôi  ... P/s: thứ 2 vừa qua Đinh Hương lên cả 2 tờ báo Hoa Học Trò và Mực Tím luôn đấy nhé See Translation"
